21.116,34.582
20.314,24.868
23.945,24.587
34.245,25.217
18.877,10.11
18.685,5.8094
38.308,4.3148
26.402,17.103
2.3963,21.745
1.8897,27.302
16.309,2.3537
13.806,6.9659
12.64,13.601
33.734,18.173
11.859,25.949
33.38,5.3997
7.3858,24.441
23.977,5.7422
35.635,11.157
26.442,9.4971
1.677,15.478
22.929,10.968
12.064,18.455
25.115,1.5948
26.818,37.646
11.887,33.938
2.989,2.3537
37.933,35.287
2.1371,6.4086
1.4744,11.194
28.633,31.722
6.9007,7.7432
5.504,38.044
4.6981,33.067
18.389,28.826
20.386,18.485
38.261,30.585
15.115,38.258
5.3245,13.372
7.1214,17.858
16.511,22.329
27.668,22.236
32.502,37.276
17.967,14.587
38.647,24.64
24.303,28.495
9.6489,1.5165
