10.254,7.6057
9.6489,1.3106
38.628,4.7262
29.47,37.553
15.723,5.1711
18.571,6.9408
2.413,5.6512
3.0171,20.376
17.356,10.479
25.706,25.075
34.599,31.098
38.695,27.726
29.649,6.9809
10.371,38.323
37.799,18.473
32.924,10.657
27.757,14.778
4.1344,26.375
24.587,7.2417
21.35,34.846
33.2,2.1314
22.094,10.548
22.842,4.8278
27.396,19.453
9.6489,33.38
11.489,13.813
22.294,1.3106
16.195,37.624
22.697,16.409
26.754,2.1732
34.044,7.5515
17.074,15.206
26.359,10.351
2.7126,13.523
9.9097,18.774
33.686,16.786
19.149,3.5936
14.144,25.073
37.892,35.525
18.696,21.304
19.73,28.579
3.095,36.848
26.586,8.1712
33.152,22.713
37.316,10.876
