27.465,24.843
36.78,16.647
34.674,7.0963
32.099,18.028
3.5764,2.1092
33.905,22.872
16.426,21.811
26.796,37.276
17.635,6.1092
34.022,4.012
14.161,26.59
27.022,19.741
26.693,15.714
21.15,26.273
4.8978,38.389
22.311,16.756
8.1739,24.629
11.06,1.0877
13.736,36.626
13.147,13.081
2.3312,15.615
38.821,4.1926
33.955,1.0832
21.64,10.612
38.261,34.928
38.025,27.035
5.373,33.581
2.1813,7.1942
32.48,37.646
28.699,7.0344
9.6489,6.5396
34.612,31.563
20.314,2.3136
16.084,17.234
23.925,6.2053
20.924,33.785
17.742,12.682
8.3762,16.875
37.816,10.271
25.892,9.9584
33.317,10.267
32.337,2.4875
26.388,1.8914
31.013,0.80241
2.3069,25.147
