1.9002,5.9597
15.842,6.574
35.96,8.0262
2.6881,22.917
20.67,32.543
18.583,13.453
16.591,20.87
28.21,21.04
1.7029,14.639
10.096,1.4042
34.624,16.966
1.4203,19.105
15.226,35.045
4.2828,12.969
24.714,16.71
16.472,38.361
34.531,23.972
13.827,14.04
10.122,17.581
1.8305,27.934
38.143,35.446
21.808,36.304
4.1825,38.258
7.2969,33.38
23.902,25.664
11.199,38.25
11.677,24.925
34.519,33.109
7.1314,25.883
29.268,37.683
2.989,2.3537
1.8154,33.501
6.3906,19.596
7.7031,14.096
18.38,27.044
1.348,9.7894
25.067,9.3496
12.001,33.38
20.627,3.9895
39.012,28.216
5.998,7.4089
30.105,2.3757
