5.7573,18.917
12.302,25.827
17.556,14.332
24.554,4.5135
9.6489,23.002
3.3446,12.003
37.294,31.735
1.6583,21.776
33.11,8.799
19.823,19.103
9.6489,3.7312
11.539,33.874
24.161,27.777
17.69,27.078
24.614,36.758
5.0575,37.635
32.12,21.158
2.3805,5.25
32.173,37.228
27.094,20.527
35.164,16.638
37.316,10.876
25.595,12.042
17.185,4.9983
11.871,14.462
32.332,1.7553
7.0144,31.561
7.9929,16.409
20.908,24.067
5.4524,24.148
38.319,4.643
1.634,29.354
20.037,9.8008
13.549,20.048
1.6449,15.718
38.074,35.787
14.784,38.048
37.164,25.835
20.241,33.009
