3.3407,37.05
15.4,38.027
14.224,6.091
15.187,23.977
38.957,9.34
17.309,15.765
32.391,22.726
19.431,29.553
10.116,35.994
20.95,11.022
33.385,8.6707
20.691,3.5342
23.777,16.942
37.419,25.682
31.608,19.027
22.416,25.462
21.159,34.749
36.487,10.506
32.618,38.837
18.175,6.8434
26.974,21.389
37.409,17.825
37.926,36.151
31.856,35.496
7.7207,21.996
34.504,36.59
2.9882,6.0245
30.786,15.326
9.104,30.558
37.984,32.217
26.796,37.276
27.518,1.7965
25.741,9.0391
2.4378,24.898
11.034,15.848
35.386,14.631
9.6489,1.3106
2.8996,14.648
30.879,29.783
36.484,3.33
