4.3932,21.244
1.4529,5.5939
6.125,26.54
24.144,25.659
17.817,19.611
10.263,28.702
20.66,32.679
13.044,23.9
38.628,4.7262
32.662,11.069
12.479,16.846
32.654,1.9837
33.697,7.4945
36.316,23.658
37.204,10.548
32.28,19.349
19.178,24.574
11.902,7.4223
14.949,6.6921
9.6489,34.137
11.715,38.843
9.2022,1.4042
37.083,26.636
30.401,23.485
28.056,34.481
2.3517,12.86
8.1344,15.694
32.502,37.276
38.24,30.888
24.336,3.0625
26.969,20.192
8.5216,23.27
4.1633,37.975
37.409,17.825
1.665,26.179
18.006,28.036
5.2518,6.2628
1.9659,17.929
35.088,15.148
25.035,9.3411
37.933,35.287
1.1133,32.307
22.84,17.355
16.195,37.624
16.309,2.3537
26.299,15.16
23.487,37.325
17.927,13.191
18.531,6.3279
