38.628,4.7262
33.2,2.1314
34.504,26.866
2.7636,13.749
30.401,23.485
26.796,37.276
11.577,34.19
37.492,10.989
25.51,21.959
24.884,9.8562
11.093,1.5848
38.28,24.478
21.067,34.417
2.1344,5.8435
9.7246,16.431
27.369,4.0187
24.479,3.6968
33.501,15.246
13.755,13.111
18.937,12.425
24.188,27.326
37.946,30.841
9.0443,7.6057
32.502,37.276
6.67,19.504
15.4,38.027
3.6409,26.768
5.0953,33.444
31.793,19.636
2.2869,21.165
25.072,16.995
20.314,2.3136
16.048,22.561
18.647,27.945
7.7318,38.504
38.143,35.446
2.327,38.122
4.0722,38.957
6.0381,1.3541
33.505,8.7306
17.248,17.877
11.257,25.069
17.635,6.1092
37.409,17.825
