10.385,18.125
18.497,27.616
23.84,25.505
14.543,14.474
7.9656,36.37
11.969,24.774
17.698,7.5677
5.1138,23.973
8.0642,1.2036
18.597,36.301
36.787,28.202
37.655,22.989
24.754,15.621
26.439,9.2431
23.045,9.0024
37.749,34.65
33.2,2.1314
38.628,4.7262
20.02,1.8776
15.611,5.8308
18.838,20.184
27.272,18.269
18.873,13.136
7.4423,14.193
31.928,18.965
2.3604,5.1599
2.0936,14.491
23.778,33.377
26.098,2.1314
2.5376,19.963
30.03,37.683
37.492,10.989
2.4905,29.347
32.391,22.726
27.114,21.986
12.726,1.2357
34.988,15.896
19.875,5.5316
9.7836,6.9179
2.3098,9.9327
33.505,8.7306
