27.418,17.602
26.419,22.295
7.9694,37.443
17.854,9.4082
24.574,27.728
19.582,27.547
2.6179,1.4042
33.882,29.288
26.644,1.9837
12.647,24.8
14.224,6.091
15.135,37.975
12.5,19.244
22.14,18.261
17.845,21.335
38.191,32.366
26.108,8.115
26.796,37.276
9.998,15.342
20.02,1.8776
27.543,12.364
16.77,26.158
6.125,13.895
13.153,13.854
20.895,34.28
37.627,25.528
1.9831,16.971
19.148,5.8148
32.12,21.158
22.895,15.032
3.1963,6.4575
10.096,1.4042
10.117,32.939
37.926,36.151
36.317,4.1505
17.527,16.312
2.6735,36.954
2.1774,22.475
35.915,16.66
1.8322,28.334
34.848,9.9666
7.659,25.721
22.094,10.548
17.031,13.22
1.8014,12.602
32.502,37.276
7.0096,18.1
6.1886,21.294
