24.714,27.322
1.634,29.354
13.864,14.732
4.1798,38.508
33.697,7.4945
25.741,9.0391
33.2,2.1314
32.454,36.67
2.5025,21.647
32.366,21.691
23.23,32.066
8.0889,25.094
18.752,25.081
20.742,36.861
37.959,33.955
33.416,10.584
29.351,17.512
26.419,22.295
20.07,34.062
7.8912,17.134
17.345,6.9107
11.09,35.039
15.4,38.027
10.953,1.5165
37.164,25.835
2.413,5.6512
20.11,3.7546
7.7432,1.3106
26.098,2.1314
23.93,17.078
10.254,7.6057
37.942,9.9659
27.019,37.352
35.915,16.66
13.259,25.797
23.2,36.108
15.663,20.408
15.145,2.8887
19.931,12.259
38.516,4.0622
19.152,29.674
6.4237,33.545
2.5181,13.462
