26.024,9.4873
37.844,33.501
39.261,28.761
10.247,20.301
39.414,5.9539
21.554,11.006
11.551,25.816
2.6735,36.954
32.502,37.276
3.0358,5.8726
7.5872,37.798
3.1351,21.398
33.066,15.165
17.452,23.193
26.818,37.646
30.795,23.506
37.871,36.812
15.135,37.975
37.409,17.825
32.29,19.789
16.955,6.6616
32.332,1.7553
11.257,15.034
23.84,25.505
18.591,28.521
37.316,10.876
16.309,2.3537
24.013,3.5493
6.3568,14.965
20.742,34.96
32.859,9.2431
3.5353,27.048
27.157,20.031
37.561,3.0251
1.9525,12.353
9.2022,1.4042
37.94,23.845
1.771,16.312
24.473,32.136
24.026,16.764
33.674,29.769
35.402,6.6841
35.354,26.504
17.172,13.286
17.31,18.131
10.06,33.327
