23.925,6.2053
32.544,2.1732
31.598,23.551
11.213,14.986
32.65,20.004
20.186,2.6307
37.934,19.769
19.338,29.842
24.193,16.55
23.539,24.519
21.159,34.749
9.2022,1.4042
0.74223,33.942
7.2116,18.686
6.652,33.713
1.4845,30.672
37.633,30.588
37.669,5.994
24.907,28.919
37.933,35.287
2.327,38.122
17.951,26.092
36.425,15.888
1.9748,27.023
26.388,1.8914
12.646,33.713
26.859,21.508
17.64,13.927
26.442,9.4971
18.375,6.6424
37.204,10.548
22.094,10.548
31.81,15.143
36.781,25.705
18.827,20.239
2.2869,21.165
5.7238,38.83
33.005,9.136
9.7265,25.522
13.954,20.826
37.079,2.1665
28.705,18.399
16.472,38.361
2.9882,6.0245
11.199,38.25
32.502,37.276
26.796,37.276
14.253,5.6068
2.7636,13.749
