14.945,37.785
7.8315,7.7513
39.022,25.762
11.442,19.334
3.3229,20.497
16.914,16.696
8.51,15.727
23.898,16.627
26.796,37.276
18.786,24.905
13.438,13.59
25.961,8.3959
2.2949,33.902
37.415,8.307
20.769,35.186
37.733,17.834
17.101,7.2584
17.091,21.147
1.9294,27.005
9.7265,25.522
14.497,4.8278
1.7285,13.989
27.022,19.741
24.428,30.692
23.916,10.908
19.878,3.5342
18.347,13.384
38.068,34.12
18.779,29.387
28.091,23.531
32.502,37.276
2.8256,38.361
5.2477,13.176
26.098,2.1314
2.1189,6.6123
34.391,28.919
30.712,16.174
35.353,24.587
35.9,14.997
34.848,2.3638
33.287,18.375
9.6489,1.5165
2.989,2.3537
9.8264,32.933
33.014,9.5861
23.791,24.995
32.361,21.761
7.8957,37.665
20.914,8.9296
