21.982,10.876
3.4678,25.135
25.913,8.6707
7.4579,19.392
25.889,18.247
16.807,12.477
15.135,37.975
2.989,2.3537
11.247,25.351
24.28,26.774
28.114,23.48
37.504,13.873
35.965,35.925
15.761,6.4193
27.178,37.557
32.693,17.849
15.057,21.032
19.112,29.443
25.788,15.014
34.795,23.128
20.126,4.2728
37.975,28.598
2.0996,33.22
2.4416,15.357
21.21,23.517
2.8256,38.361
17.515,16.325
7.5872,37.798
21.09,32.842
10.096,1.4042
27.233,20.167
33.2,2.1314
10.06,33.327
10.229,15.193
28.633,31.722
2.9842,7.0344
38.628,4.7262
21.311,18.656
26.098,2.1314
21.317,36.09
33.865,9.1292
17.744,26.18
